user_id,url,user_agent,timestamp
70b020fb-6cc7-4151-b918-23b14ed492c0,http://skype.com/urna.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7",1555957498
5d9b8515-823e-49b8-ad44-5c91ef23462f,https://microsoft.com/morbi/porttitor.aspx,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.45 Safari/535.19",1577354670
428b5e37-9572-49fc-b0f5-e8ae8bddb4dc,http://etsy.com/luctus/cum/sociis.json,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",1570962950
51d0bd77-4aa8-46e0-a1b2-25da2c0b2701,https://blog.com/vitae/mattis/nibh.jsp,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",1571948368
752119fa-50dc-4011-8f13-23aa8d78eb18,https://economist.com/nunc/nisl.aspx,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.3 Safari/534.53.10",1560279568
c43eb5ab-fa64-4452-a152-9cf1473e47d2,http://comcast.net/risus/praesent/lectus.html,"Mozilla/5.0 (X11; CrOS i686 12.433.216) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.105 Safari/534.30",1573759452
eb3cd42c-2814-4a68-ac43-e3d9f9278662,http://vimeo.com/maecenas/rhoncus/aliquam.aspx,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/21.0.1,1575852931
220a1dac-7453-4546-a4be-38e5d0e27fb8,https://networkadvertising.org/parturient/montes/nascetur.js,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.14 Safari/534.24",1576611451
6d269935-7206-4282-bb0f-16b8ee42abbf,https://wordpress.org/integer/a/nibh/in/quis.html,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; es-es) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",1566901533
4ca57847-7354-4292-ba37-77161b23c1d5,https://wisc.edu/in/eleifend.xml,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36",1552682941
79103238-c33e-4cd1-98cb-6d0adce08df6,https://princeton.edu/cras/in.jpg,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36",1552314370
e83c8ed9-2abd-4696-a767-2f26ea0cc2fc,https://freewebs.com/nulla/ut/erat.jsp,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.825.0 Chrome/14.0.825.0 Safari/535.1",1551448345
095cf148-6437-4569-83ef-e271af7d906f,https://usnews.com/praesent/blandit/lacinia/erat/vestibulum.xml,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1467.0 Safari/537.36",1563200714
ad649b3e-afad-4c97-aca2-d67bb9fbd443,http://google.fr/justo/nec/condimentum/neque/sapien/placerat/ante.json,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,1555758999
f17fc516-a78a-4591-b32e-00632b3f2a8d,http://i2i.jp/tortor/quis/turpis/sed/ante/vivamus/tortor.js,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.669.0 Safari/534.20",1575199172
8774f3d7-f0a7-4428-bf69-3d4150fc366e,https://deviantart.com/integer/aliquet/massa/id/lobortis.aspx,"Mozilla/5.0 (Windows; U; Windows NT 6.1; tr-TR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",1569186486
8685f5a0-ea69-4bf4-b242-d65e7232d394,https://prweb.com/justo/sit.html,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.120 Safari/535.2",1569999698
76a0c116-8c22-42fe-83b6-d3f043c55c55,http://stanford.edu/lectus.jsp,"Mozilla/5.0 (Windows; U; Windows NT 6.0; hu-HU) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",1567066602
53ea8b4b-5b87-4bf4-bc29-ef393cbf6f82,https://foxnews.com/turpis.json,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.813.0 Chrome/14.0.813.0 Safari/535.1",1558718082
788c3107-c7a6-41d5-aa35-48886b024eed,https://paginegialle.it/risus/semper/porta.html,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20120405 Firefox/14.0a1,1551622112
99cab99c-9b36-4c2d-b46f-2a5ddd044448,http://i2i.jp/urna/pretium/nisl/ut/volutpat/sapien/arcu.xml,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",1546611894
15bafaf5-007f-4c08-a3fb-fbff2d260e0e,http://pbs.org/tortor/risus/dapibus/augue/vel.json,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.11 Safari/535.19",1567005427
3ecd5916-dcd9-4762-b1dc-313f87b6310e,http://cnn.com/vestibulum.js,"Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",1563391522
4a91de08-4ba6-495a-a22f-bba581331e65,http://instagram.com/sed/augue/aliquam/erat/volutpat/in/congue.jsp,"Mozilla/5.0 ArchLinux (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",1547664925
7b11021c-4992-4a3c-98bd-004ca3330411,http://dyndns.org/consequat/varius/integer.js,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.814.0 Safari/535.1",1573265374
fcdd4917-22f4-4225-991a-469791c41b6b,https://edublogs.org/nullam/porttitor/lacus/at/turpis/donec.xml,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.71 Safari/534.24",1573559156
912a378d-3344-4f32-b880-c3710ae2e7e6,http://gov.uk/semper/sapien.aspx,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.10913 Safari/535.1",1576279100
32cc1219-d98b-4b73-a6bf-aba259cfcc93,https://theguardian.com/ac/neque/duis/bibendum/morbi.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.45 Safari/535.19",1564735527
d499e3c6-adc8-4b04-a6a7-4d6d591d852d,http://patch.com/dui.png,"Mozilla/5.0 ArchLinux (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",1554314937
d363cc20-f9be-41c3-be9f-804dc1e3f4ad,https://163.com/imperdiet/nullam/orci/pede/venenatis/non/sodales.json,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1",1567074431
fa5ca302-03e8-49ae-a366-b23d32e5eedc,https://nbcnews.com/in/sapien/iaculis/congue/vivamus/metus.xml,Mozilla/5.0 (Windows NT 5.1; rv:8.0; en_us) Gecko/20100101 Firefox/8.0,1547351240
ddc8b966-61f9-4571-b3a8-93cfba279d8d,http://opensource.org/donec/semper/sapien/a/libero.json,Mozilla/5.0 (compatible; Windows; U; Windows NT 6.2; WOW64; en-US; rv:12.0) Gecko/20120403211507 Firefox/12.0,1547249501
35279bf5-b7e4-4119-b2d6-30a6bfff6c8f,https://surveymonkey.com/id/massa/id/nisl/venenatis/lacinia.html,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:21.0) Gecko/20100101 Firefox/21.0,1572755775
825f4ede-0c7d-4d6b-a019-347da8412641,http://hostgator.com/iaculis/justo.js,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ru-ru) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",1551440811
42d9cc29-c674-41a3-9a26-f0ee377f5e74,https://pen.io/accumsan/tortor.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.6 Safari/537.11",1558130717
8a2b1d96-4c11-4257-9acb-8ad4703e7a91,http://cloudflare.com/vitae/nisl/aenean/lectus/pellentesque/eget/nunc.html,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.872.0 Safari/535.2",1561322874
4d08dee1-8168-43b1-8232-60d763703865,https://linkedin.com/vel.json,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20130401 Firefox/31.0,1547484121
